feature,importance,fold
new_weekofyear_min,2.352749501863362,4
new_hour_mean,2.3521371132230926,3
month_lag_mean,2.352011193192003,2
hist_authorized_flag_sum,2.3518299807907024,4
card_id_cnt_ratio,2.3510734210761393,4
hist_amount_month_ratio_mean,2.3509979436280846,4
new_last_buy,2.350963768893915,5
hist_month_diff_skew,2.350844016157761,4
new_purchase_amount_var,2.3503432161476603,1
hist_installments_var,2.349741376866266,4
new_amount_month_ratio_var,2.349656083174186,4
hist_duration_var,2.349024760832892,1
price_mean,2.348879207193978,5
hist_hour_nunique,2.3481766680710936,5
hist_installments_mean,2.347763016465856,4
card_id_cnt_ratio,2.346333658883276,2
hist_month_diff_var,2.346183035264675,1
hist_duration_max,2.345586536546365,1
hist_day_mean,2.3447554044526724,3
hist_amount_month_ratio_mean,2.3445871711161663,2
month_diff_mean,2.343849419400765,2
new_price_max,2.3435266567350483,1
hist_weekofyear_mean,2.343492080641391,5
new_first_buy,2.3431395017018066,5
new_purchase_amount_max,2.343125293434265,4
new_purchase_amount_max,2.3430189293287356,2
hist_hour_nunique,2.3428375329600635,1
hist_subsector_id_nunique,2.3427047289686374,2
hist_month_var,2.3419774715700705,2
hist_month_diff_var,2.341943866384935,4
hist_category_3_mean_mean,2.3418486148641566,1
new_price_var,2.341772998691563,5
hist_amount_month_ratio_var,2.3416989894802067,1
hist_subsector_id_nunique,2.3415384021115946,1
new_month_var,2.341465315818117,4
hist_price_max,2.3413380042899696,3
hist_weekend_mean,2.340099239217157,1
hist_month_lag_min,2.339755401875798,1
month_diff_ratio,2.3392853338672457,4
new_hour_mean,2.3391919283577978,2
hist_weekend_mean,2.3389520462673237,4
hist_category_3_mean_mean,2.338132405079329,5
new_price_max,2.3379791257032805,3
hist_duration_mean,2.337634180411741,5
hist_amount_month_ratio_max,2.3376178622211707,5
hist_amount_month_ratio_var,2.3371474933393652,5
hist_weekend_mean,2.3366850342190197,3
hist_subsector_id_nunique,2.334963604039071,5
hist_last_buy,2.334812905846303,1
CLV_ratio,2.334717352314363,2
new_price_min,2.333920281993243,1
hist_amount_month_ratio_var,2.333720672452568,4
hist_subsector_id_nunique,2.333443147976195,4
hist_price_var,2.3334380112605944,2
hist_price_max,2.333232091907633,2
hist_day_mean,2.332841593630317,4
hist_duration_max,2.332556831665593,2
new_purchase_amount_var,2.3324864197808877,5
hist_installments_mean,2.3323716134465586,5
hist_duration_min,2.332204842299894,2
new_month_lag_var,2.331857634267845,3
price_mean,2.3318509211590737,4
hist_amount_month_ratio_var,2.3311234402215644,3
new_purchase_amount_var,2.3303201686118333,4
new_amount_month_ratio_max,2.3301000697275294,3
hist_purchase_amount_sum,2.3297936007345363,4
hist_duration_skew,2.3294827028750307,3
month_diff_ratio,2.329386354481792,2
new_month_lag_var,2.3291082200995783,4
price_mean,2.328908755259863,2
card_id_cnt_ratio,2.3287128984642154,3
new_price_max,2.3285806150988,5
new_duration_min,2.3274164338332524,5
price_mean,2.3271386835034105,3
new_purchase_amount_max,2.326958944434874,1
hist_month_diff_var,2.326024875783198,2
hist_category_3_2_sum,2.325415617762779,2
hist_installments_var,2.325402028416245,3
new_duration_min,2.3246340526552536,4
hist_month_diff_var,2.323151368292433,3
amount_month_ratio_min,2.3230303690170713,5
hist_amount_month_ratio_skew,2.322827995832869,2
new_hour_min,2.3228246809947244,2
hist_purchase_amount_min,2.3226675818175666,1
hist_authorized_flag_sum,2.322276501154509,5
hist_month_diff_skew,2.3215810241766057,3
new_price_min,2.3212830609009725,2
hist_purchase_amount_min,2.3197341071416195,2
hist_duration_skew,2.319405143188436,2
new_first_buy,2.31882608998368,2
hist_hour_nunique,2.3188094401574917,4
hist_weekofyear_mean,2.3185485202139215,3
hist_duration_var,2.318116112639974,2
month_diff_mean,2.3177758870699057,3
hist_installments_mean,2.3171346676145625,3
new_amount_month_ratio_mean,2.317066759939685,5
duration_max,2.313718502575824,5
hist_price_var,2.3135301073984715,3
hist_purchase_amount_sum,2.3134532613760106,3
hist_month_mean,2.3129904892676088,5
hist_CLV,2.312972852382829,4
new_price_max,2.3120657320556752,4
hist_purchase_amount_sum,2.3119101046112975,2
hist_day_mean,2.311765581415289,2
new_month_lag_var,2.311614652455049,2
hist_weekend_mean,2.311567360898754,2
hist_purchase_amount_min,2.3099001948761084,3
hist_hour_nunique,2.3088761014636927,3
hist_price_sum,2.308806719395897,5
month_diff_ratio,2.3086336357924915,3
hist_CLV,2.3083967493751487,2
new_month_var,2.3080456201724457,3
new_price_mean,2.3078778110792855,1
hist_duration_mean,2.3078716455525488,1
hist_last_buy,2.307624303091492,4
hist_month_mean,2.3071902643753903,4
duration_max,2.3068599607810647,2
new_price_mean,2.306225168659127,4
hist_duration_var,2.305874280992895,5
new_amount_month_ratio_min,2.305067346595518,5
new_weekofyear_min,2.304283043986451,5
new_price_mean,2.3038731498143195,5
new_first_buy,2.3032880234304813,1
hist_purchase_amount_mean,2.3024391019894477,3
new_amount_month_ratio_var,2.3024213645772695,3
new_price_mean,2.302345528524509,3
new_weekday_mean,2.3020971159333454,1
new_duration_mean,2.3018538383572644,5
amount_month_ratio_min,2.3015507636271475,4
feature_1_outliers_sum,2.2996641184761963,2
month_diff_ratio,2.2996107760154003,1
purchase_amount_total,2.299113738313838,5
hist_installments_skew,2.298719304612472,1
hist_purchase_amount_mean,2.2981246757185856,5
new_hour_min,2.2964046818724837,4
hist_authorized_flag_sum,2.29614225364841,3
hist_purchase_amount_max,2.296095803127971,5
new_purchase_amount_var,2.295161408964579,3
new_weekofyear_min,2.2947000822353747,3
new_weekday_mean,2.2911912074282452,5
month_diff_mean,2.290593369554233,1
new_duration_mean,2.2902367867912163,3
hist_authorized_flag_sum,2.28927754284236,1
hist_purchase_amount_mean,2.288172360635137,4
hist_installments_var,2.2880485827520864,1
amount_month_ratio_min,2.2877491475462737,3
hist_subsector_id_nunique,2.2877284850864053,3
new_amount_month_ratio_max,2.2873926654162657,2
hist_installments_skew,2.2871009702510747,3
hist_weekofyear_max,2.2866034297845177,5
hist_weekofyear_mean,2.2865678905297675,4
new_amount_month_ratio_min,2.285502120806466,4
hist_amount_month_ratio_max,2.2851617071333066,1
hist_duration_var,2.284086691605158,4
hist_purchase_amount_skew,2.283460810599826,2
new_price_max,2.28316131924542,2
card_id_cnt_total,2.28301015509633,1
new_price_var,2.28282980013884,1
hist_month_lag_min,2.282376700933688,5
new_hour_min,2.281659684682165,5
hist_last_buy,2.281362338307941,3
new_month_lag_var,2.2811462884512874,5
hist_month_lag_min,2.2810048898538953,3
amount_month_ratio_mean,2.2801094831663367,3
hist_duration_var,2.2795523979219428,3
hist_month_diff_skew,2.2791639230289613,2
new_purchase_amount_min,2.278918334342011,5
card_id_cnt_total,2.2785476001599636,5
hist_weekofyear_max,2.2783461992344556,2
duration_min,2.2774746945910507,5
new_duration_mean,2.2741058093045776,4
hist_merchant_category_id_nunique,2.2732317477033908,2
hist_purchase_amount_var,2.272624408781986,5
hist_price_sum,2.272462125745254,2
new_amount_month_ratio_mean,2.2719686604910607,3
new_duration_min,2.2717165301077245,2
duration_max,2.271396030832977,1
new_duration_mean,2.271160008920968,1
amount_month_ratio_min,2.270858432521041,1
hist_purchase_amount_max,2.2703240814303607,2
hist_first_buy,2.269240254543669,5
hist_day_nunique,2.2690091768648717,1
hist_installments_mean,2.268845388815709,1
hist_installments_skew,2.2685518299541427,2
hist_weekofyear_min,2.268402530597135,5
hist_amount_month_ratio_max,2.268319812518751,2
hist_month_mean,2.268143838860309,3
installments_mean,2.2677864108225547,5
hist_duration_mean,2.2673918421486166,3
new_duration_min,2.267098779887323,1
installments_mean,2.2670511228544097,4
new_amount_month_ratio_mean,2.2653144825478364,1
hist_duration_mean,2.264701543335395,2
new_weekofyear_min,2.264100995899898,2
hist_purchase_amount_mean,2.263733302567257,1
hist_weekofyear_mean,2.262642275338513,1
duration_max,2.262642032754523,4
hist_first_buy,2.2623103564842366,3
purchase_amount_total,2.261433783277098,1
new_price_var,2.260798963615529,4
hist_authorized_flag_sum,2.2600115101229723,2
hist_price_sum,2.2599405697083377,3
hist_first_buy,2.2598060027027955,1
hist_category_2_mean_mean,2.2582522008254404,5
hist_duration_mean,2.2574245171025136,4
hist_price_sum,2.256542867872652,4
new_weekday_mean,2.255356444351727,3
new_price_var,2.2537440535977282,3
hist_weekofyear_max,2.253119660306164,1
hist_amount_month_ratio_var,2.2517365784560917,2
new_weekday_mean,2.251346772696097,4
new_price_var,2.2508322671810626,2
hist_amount_month_ratio_max,2.250693438432639,4
new_price_mean,2.25062525271238,2
new_hour_min,2.250030444210759,3
hist_installments_skew,2.249417666240548,4
hist_installments_var,2.249380333759212,2
purchase_amount_min,2.2487749664193313,4
new_amount_month_ratio_min,2.2484137555891404,3
hist_purchase_amount_mean,2.2479886946128245,2
new_purchase_amount_mean,2.247314421515462,5
installments_mean,2.2470796084484226,1
new_amount_month_ratio_min,2.2468220982350573,1
amount_month_ratio_min,2.246460444876855,2
new_amount_month_ratio_mean,2.2453855247848926,4
hist_month_mean,2.2453663874413796,2
purchase_amount_min,2.245270601113591,5
hist_weekofyear_min,2.2452424682897516,1
hist_weekofyear_mean,2.2450992041638673,2
hist_amount_month_ratio_max,2.244734481540644,3
hist_last_buy,2.2425658795905408,2
new_duration_mean,2.24251570452693,2
new_hour_min,2.241266491893885,1
hist_price_sum,2.2401647692863977,1
new_weekday_mean,2.2382224919732017,2
duration_min,2.237735165877095,4
new_amount_month_ratio_mean,2.2372914536327153,2
amount_month_ratio_mean,2.23676099157547,1
purchase_amount_total,2.236450945262757,3
new_purchase_amount_mean,2.2357746594095476,1
duration_max,2.234417877445517,3
duration_mean,2.234160726226781,5
new_purchase_amount_mean,2.23415950430359,4
hist_month_lag_min,2.2339102729315377,4
new_purchase_amount_min,2.2296773507790357,1
card_id_cnt_total,2.228453414714838,3
duration_min,2.227731384360639,3
hist_weekofyear_min,2.227090281390622,3
amount_month_ratio_mean,2.226923784988991,5
hist_purchase_amount_max,2.2265624175342054,4
new_first_buy,2.2260420220256636,4
installments_mean,2.225903527691859,3
hist_purchase_amount_var,2.2241692836273166,1
hist_category_2_mean_mean,2.2236945124196352,1
hist_first_buy,2.2236408774906278,4
hist_month_mean,2.221827309014045,1
hist_purchase_amount_var,2.2207478118135926,4
hist_purchase_amount_max,2.219665451396204,1
new_purchase_amount_min,2.2162658623022224,4
purchase_amount_total,2.2145958948647353,4
hist_category_2_4_sum,2.214552464431425,5
amount_month_ratio_max,2.213631034796161,1
purchase_amount_total,2.213511426424487,2
amount_month_ratio_max,2.212227436532067,5
new_month_lag_skew,2.211740408432001,4
hist_purchase_amount_var,2.210612070417665,2
duration_min,2.207816885504927,1
new_amount_month_ratio_min,2.2064218921926426,2
hist_weekofyear_max,2.205570731371396,3
hist_purchase_amount_max,2.204231688292546,3
hist_weekofyear_max,2.203782218054875,4
new_category_3_mean_mean,2.2032944312406197,3
new_amount_month_ratio_skew,2.2030799978653706,5
new_purchase_amount_min,2.2025344025022733,3
hist_month_lag_min,2.2021225811518232,2
hist_purchase_amount_var,2.1992356604560888,3
new_purchase_amount_mean,2.1983956233429107,3
amount_month_ratio_max,2.1971077967215202,3
amount_month_ratio_mean,2.196037148587872,4
duration_mean,2.1952092996583334,4
hist_first_buy,2.1932506432242027,2
new_installments_mean,2.1928263585516845,4
hist_category_2_4_sum,2.1923843511529624,1
hist_installments_mean,2.192331852979312,2
new_installments_mean,2.189606873566581,5
hist_category_2_mean_mean,2.1896059668272283,4
purchase_amount_min,2.189231441525501,3
hist_hour_min,2.1889081802758446,1
new_purchase_amount_skew,2.1871430006161314,5
new_installments_mean,2.1858252590154974,2
new_month_lag_skew,2.183333217102107,2
installments_mean,2.1820134159617544,2
hist_day_nunique,2.1813340016922127,4
hist_category_3_0_sum,2.1792608746290196,3
feature_1_outliers_sum,2.1785478961660183,5
hist_category_2_mean_mean,2.177070933704127,3
hist_weekofyear_min,2.1759816705713737,4
new_month_lag_skew,2.1754036366519616,1
new_category_3_mean_mean,2.174625724499793,4
new_installments_mean,2.174018812356866,3
duration_mean,2.1739825065163183,3
hist_day_nunique,2.173209747620779,2
hist_category_3_0_sum,2.1729543727086824,5
purchase_amount_min,2.172025038355925,2
card_id_cnt_total,2.171506183599347,2
feature_2,2.1677892254217364,1
feature_1_outliers_sum,2.1669658679053354,4
card_id_cnt_total,2.1661320943254423,4
amount_month_ratio_max,2.165762225560809,4
new_category_3_mean_mean,2.1656607925337723,2
amount_month_ratio_mean,2.1649686425961674,2
new_hour_max,2.1628879262017633,2
new_installments_skew,2.1617657831238613,2
new_duration_skew,2.1607543288168114,3
hist_month_lag_max,2.1594753234683255,5
duration_min,2.1581230089468844,2
new_hour_max,2.1580610230210193,1
new_purchase_amount_mean,2.1576013584356133,2
new_hour_max,2.1570789348063633,5
hist_category_2_2_sum,2.1565005673487905,5
new_month_lag_skew,2.1556377234316506,3
new_installments_mean,2.1555789441488797,1
purchase_amount_max,2.1543373642888053,3
new_installments_skew,2.1541568496228054,3
new_month_lag_skew,2.1524274406455577,5
hist_category_3_0_sum,2.152359093916505,4
new_category_3_mean_mean,2.149682667620161,5
purchase_amount_max,2.1493632401586344,4
duration_mean,2.149245231329019,2
feature_1_outliers_sum,2.1474373867409997,1
purchase_amount_max,2.1464335394954306,1
new_installments_var,2.1448092596965553,4
new_purchase_amount_min,2.144797017981323,2
new_hour_max,2.143332354728326,3
new_installments_skew,2.1429122576181436,5
purchase_amount_min,2.1417301151217374,1
new_duration_skew,2.1401460361707927,5
purchase_amount_max,2.1398556827003175,5
purchase_amount_mean,2.1389802389986388,1
amount_month_ratio_max,2.1373370874437514,2
duration_mean,2.134585312155767,1
hist_installments_max,2.134085792501153,1
hist_hour_max,2.128973792124412,3
new_installments_var,2.1284037812687826,2
hist_category_2_4_sum,2.1283372709184603,3
hist_weekofyear_min,2.1278276132333063,2
new_category_3_mean_mean,2.127480014076627,1
feature_2,2.12722646665452,5
purchase_amount_mean,2.125593358268205,4
hist_hour_min,2.125267722729353,5
new_duration_skew,2.1250282670724623,1
new_hour_max,2.124355552288139,4
new_installments_skew,2.1242787356805413,1
new_amount_month_ratio_skew,2.1239384567172936,3
new_installments_var,2.1217950991068584,1
purchase_amount_max,2.1202588984244075,2
feature_1_outliers_sum,2.114732742734785,3
new_installments_var,2.111729748445491,3
new_weekend_mean,2.110412353832039,1
hist_category_2_4_sum,2.1086604665361857,2
new_installments_skew,2.106620292790117,4
new_purchase_amount_skew,2.106402069345834,4
new_amount_month_ratio_skew,2.105704617967663,1
hist_installments_max,2.0984263962042986,2
new_purchase_amount_skew,2.0961165122899588,1
new_amount_month_ratio_skew,2.095908722884399,2
feature_1,2.092386416970918,4
hist_category_2_mean_mean,2.0912833209600064,2
new_weekofyear_nunique,2.0906737347196858,5
hist_category_3_0_sum,2.0895603142523216,1
new_amount_month_ratio_skew,2.088642091523824,4
purchase_amount_mean,2.087547369403556,3
new_category_2_mean_mean,2.086880404754238,2
hist_category_2_4_sum,2.0840737346515676,4
